"DBN","school_name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","AP Test Takers","Total Exams Taken","Number of Exams with scores 3 4 or 5","exams_per_student","high_score_percent","CSD","SCHOOL CODE","avg_class_size","avg_largest_class","avg_smallest_class","frl_percent","ell_percent","sped_percent","asian_per","black_per","hispanic_per","white_per","male_per","female_per","total_enrollment","Total Grads - % of cohort","Dropped Out - % of cohort","lat","long"
"10X433","HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS",57,370,371,365,1106,62,83,13,1.33870967741935,15.6626506024096,10,"X433",20.8,24.3125,16.25,88.1,17.8,20.1,2.5,25.2,70.4,1.9,42.3,57.7,473,65.7,22.4,40.8703774670005,-73.8981629519997
"10X434","BELMONT PREPARATORY HIGH SCHOOL",51,404,418,400,1222,31,45,10,1.45161290322581,22.2222222222222,10,"X434",22.36,27.6666666666667,17.1333333333333,76.8,11.3,15.7,3.2,29,65.6,1.7,47.2,52.8,407,63.5,11.5,40.8600122210005,-73.8882296039997
"10X437","FORDHAM HIGH SCHOOL FOR THE ARTS",48,355,350,372,1077,NA,NA,NA,NA,NA,10,"X437",22.8882352941176,26.4705882352941,18.8235294117647,78.3,12.4,22.5,1.6,35.7,61.5,1.3,43.2,56.8,387,73.2,7.3,40.8600122210005,-73.8882296039997
"10X438","FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY",63,367,385,367,1119,42,47,12,1.11904761904762,25.531914893617,10,"X438",21.35625,25,17.4375,78.9,16.6,20.6,2.7,27.7,67.8,1.3,63.4,36.6,451,51.4,16,40.8600122210005,-73.8882296039997
"10X439","BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE",65,366,364,352,1082,44,65,9,1.47727272727273,13.8461538461538,10,"X439",21.7294117647059,25.5882352941176,16.8823529411765,80.2,13.4,20.8,2.3,30.8,64.6,0.9,44.4,55.6,432,40,12.2,40.8600122210005,-73.8882296039997
"10X440","DEWITT CLINTON HIGH SCHOOL",443,419,426,410,1255,366,540,262,1.47540983606557,48.5185185185185,10,"X440",26.0526315789474,32.3157894736842,14.6315789473684,74.8,19,14.9,6.7,30.8,59.6,2.1,51.1,48.9,4159,56.5,17.5,40.8800818400005,-73.8859015329996
"10X442","CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",52,423,420,427,1270,31,35,8,1.12903225806452,22.8571428571429,10,"X442",23.2611111111111,26.6666666666667,19.3888888888889,74.7,3.5,7.8,0.5,27.2,69.5,2.4,40.7,59.3,423,74.4,7.3,40.8703774670005,-73.8981629519997
"10X445","BRONX HIGH SCHOOL OF SCIENCE",731,632,688,649,1969,1190,2435,2189,2.04621848739496,89.8973305954825,10,"X445",31.1631578947368,34.2105263157895,23.3684210526316,34.2,0.1,0.1,63.5,3.5,7.2,25.4,57.8,42.2,3013,98.4,0,40.8770563680005,-73.8897803509996
"10X475","JOHN F. KENNEDY HIGH SCHOOL",109,351,362,339,1052,46,48,19,1.04347826086957,39.5833333333333,10,"X475",25.19375,29.875,18.5,77.8,23.8,20.8,0.7,35.1,62.7,1.4,68.3,31.7,706,35.7,29.3,NA,NA
"10X477","MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES",99,414,435,414,1263,83,141,37,1.69879518072289,26.241134751773,10,"X477",23.1588235294118,28.1176470588235,16.2352941176471,83.9,32.2,6.8,11,23,57.9,7.5,46.7,53.3,456,88.8,0,40.8770494430005,-73.9123365989997
"10X478","LEARNING TO WORK GED AT JOHN F. KENNEDY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10X546","BRONX THEATRE HIGH SCHOOL",68,348,362,354,1064,34,34,NA,1,NA,10,"X546",24.1230769230769,31.0769230769231,17.2307692307692,73.7,9.4,15.1,0.4,28.8,69,1.8,32.1,67.9,445,51.9,18.5,40.8770494430005,-73.9123365989997
"10X549","DISCOVERY HIGH SCHOOL",55,372,379,364,1115,NA,NA,NA,NA,NA,10,"X549",23.8538461538462,29.6153846153846,17.7692307692308,80,20.6,17.8,2.1,20.2,75.6,1.3,52.4,47.6,529,64.6,13.5,40.8703774670005,-73.8981629519997
"10X660","GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",73,362,382,356,1100,NA,NA,NA,NA,NA,10,"X660",25.35,31,15.6875,71,18.8,24.1,1.5,30.1,67.1,0.9,40,60,1162,42,27.1,NA,NA
"10X667","GRACE DODGE YABC",10,350,356,317,1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10X696","HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE",92,636,648,636,1920,194,302,243,1.55670103092784,80.4635761589404,10,"X696",22.1894736842105,25.4210526315789,18.4210526315789,20.8,0,1.3,16.7,10.6,18,53.8,53.8,46.2,377,97.4,1.3,40.8712553740005,-73.8975162039997
"11X249","BRONX HEALTH SCIENCES HIGH SCHOOL",74,370,381,382,1133,NA,NA,NA,NA,NA,11,"X249",22.6714285714286,29.2142857142857,16.6428571428571,73.9,6.1,7.4,4.8,56.8,36.3,0.5,35.3,64.7,377,96.6,0,40.8741317980005,-73.8338045129997
"11X253","BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS",46,400,357,390,1147,28,30,NA,1.07142857142857,NA,11,"X253",23.66,29.2,17.6666666666667,72.4,8.5,14.5,2.4,48.3,47.6,1.7,40.8,59.2,422,66.9,11.9,40.8757542110005,-73.8613878339996
"11X265","BRONX LAB SCHOOL",81,377,391,367,1135,NA,NA,NA,NA,NA,11,"X265",22.0785714285714,25.7857142857143,18.1428571428571,75.5,3.7,15.8,2.7,37.8,57.3,1.7,59.5,40.5,482,62.8,7.4,40.8757542110005,-73.8613878339996
"11X270","ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL",56,386,394,361,1141,24,24,NA,1,NA,11,"X270",28.1571428571429,32.3571428571429,24.7142857142857,63.7,6.3,18.5,2.5,63.7,32,0.7,52,48,606,66.2,3.1,40.8879192140005,-73.8528716139996
"11X275","HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY",72,381,376,354,1111,NA,NA,NA,NA,NA,11,"X275",28.3,31.9,23.8,71.8,10.2,20.2,3.6,34.9,59.5,1.3,87.3,12.7,550,82.2,3.3,40.8757542110005,-73.8613878339996
"11X288","COLLEGIATE INSTITUTE FOR MATH AND SCIENCE",97,444,471,433,1348,79,111,33,1.40506329113924,29.7297297297297,11,"X288",24.1176470588235,29.1176470588235,18.5294117647059,67.9,3.3,14,9.2,36.8,46.8,7,57.1,42.9,543,74.4,15.7,40.8596983160004,-73.8607414039997
"11X290","BRONX ACADEMY OF HEALTH CAREERS",69,387,365,383,1135,NA,NA,NA,NA,NA,11,"X290",27.10625,31.8125,22.1875,70.8,7.7,19,3.3,52.6,41.2,1,32.7,67.3,483,62.6,18.2,40.8757542110005,-73.8613878339996
"11X299","ASTOR COLLEGIATE ACADEMY",60,387,391,391,1169,36,48,12,1.33333333333333,25,11,"X299",24.1933333333333,29.6666666666667,19,64.4,7.6,21.7,5.4,35.7,46,11.8,58.6,41.4,498,64.9,9,40.8596983160004,-73.8607414039997
"11X415","CHRISTOPHER COLUMBUS HIGH SCHOOL",121,367,361,353,1081,34,34,6,1,17.6470588235294,11,"X415",27.2941176470588,31.2352941176471,21.6470588235294,59.2,18.3,24.1,5.8,34.9,46.5,12.7,55.2,44.8,727,41.6,13.6,NA,NA
"11X417","YOUNG ADULT BOROUGH CNTR CHRISTOPHER COLUMBUS HS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11X418","BRONX HIGH SCHOOL FOR THE VISUAL ARTS",48,419,433,416,1268,26,41,9,1.57692307692308,21.9512195121951,11,"X418",26.9647058823529,29.0588235294118,24.9411764705882,68.7,5.2,20.9,1.9,29.2,62.3,6.4,58,42,483,62.1,15.8,40.8514334850005,-73.8650179589996
"11X455","HARRY S TRUMAN HIGH SCHOOL",189,386,397,368,1151,103,135,27,1.31067961165049,20,11,"X455",28.5444444444444,34.3333333333333,16.1666666666667,50.6,9.2,25.1,2,51.8,43.8,1.3,60,40,1773,59.8,13.8,40.8741317980005,-73.8338045129997
"11X456","LEARNING TO WORK YABC AT TRUMAN HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11X513","NEW WORLD HIGH SCHOOL",72,332,381,335,1048,12,12,NA,1,NA,11,"X513",21.7166666666667,25.5,17,79.5,80.1,1.5,12.4,13.2,70.4,3.2,50,50,402,74.2,3.2,40.8879192140005,-73.8528716139996
"11X514","THE BRONXWOOD PREPARATORY ACADEMY",48,377,372,363,1112,NA,NA,NA,NA,NA,11,"X514",22.9875,27,18.375,66.7,7,20.9,1.9,58.2,37.3,1,61.3,38.7,416,50,15.2,40.8879192140005,-73.8528716139996
"11X541","GLOBAL ENTERPRISE HIGH SCHOOL",57,372,382,375,1129,NA,NA,NA,NA,NA,11,"X541",21.2875,25.1875,17.0625,80.3,14.4,17.8,4.1,35.9,54.1,5.6,56.7,43.3,270,50.9,16.4,NA,NA
"11X542","PELHAM PREPARATORY ACADEMY",76,431,438,419,1288,46,57,17,1.23913043478261,29.8245614035088,11,"X542",27.4529411764706,31.6470588235294,22.1764705882353,61,2.2,14.2,2.4,40.2,49.7,6.9,48.1,51.9,507,89.2,3.6,40.8596983160004,-73.8607414039997
"11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",55,383,378,365,1126,NA,NA,NA,NA,NA,11,"X544",25.6235294117647,30.4705882352941,20.5294117647059,71.9,10.2,21.3,1,37.2,59.9,1,55.3,44.7,479,60.2,2.5,40.8757542110005,-73.8613878339996
"11X545","BRONX AEROSPACE HIGH SCHOOL",46,388,393,382,1163,NA,NA,NA,NA,NA,11,"X545",20.7736842105263,25.7894736842105,16.8947368421053,45.6,14.7,25.7,2.2,23.8,72.6,1.2,82.5,17.5,416,88.6,4.3,40.8757542110005,-73.8613878339996
"12X245","NEW DAY ACADEMY",25,348,344,354,1046,NA,NA,NA,NA,NA,12,"X245",20.45,22.6428571428571,18.4285714285714,87,11,23,1,45.5,53.4,0,48.2,51.8,191,27.8,25,NA,NA
"12X248","METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,25,25,NA,1,NA,12,"X248",23.2923076923077,25.4615384615385,20.6153846153846,86.6,21.8,20.9,1.8,24.2,72.9,0.9,54,46,339,71.2,12.5,40.8252260600005,-73.8939498889997
"12X251","EXPLORATIONS ACADEMY",57,381,381,360,1122,NA,NA,NA,NA,NA,12,"X251",21.15625,23.8125,18.5,76.4,19.9,21.3,1.7,31.2,65.5,1.4,50.8,49.2,362,72.5,17.4,40.8359373280005,-73.8904676929996
"12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",30,361,353,360,1074,NA,NA,NA,NA,NA,12,"X262",25.9153846153846,30.1538461538462,21.7692307692308,61.9,10,28.1,1.2,39.2,57.7,0.8,24.6,75.4,260,45.1,18.6,NA,NA
"12X267","BRONX LATIN",36,408,432,411,1251,NA,NA,NA,NA,NA,12,"X267",21.7,26.0714285714286,17.5,79.3,13.6,21.5,0.2,25.6,73.2,1,49.8,50.2,418,NA,NA,40.8277639790004,-73.9003868129996
"12X271","EAST BRONX ACADEMY FOR THE FUTURE",46,366,378,358,1102,32,37,NA,1.15625,NA,12,"X271",26.9785714285714,30.7857142857143,22.2142857142857,86.2,11.6,24.1,1.9,29.4,68.3,0.2,53,47,619,67.6,12.2,40.8369534260005,-73.8879617579997
"12X278","PEACE AND DIVERSITY ACADEMY",34,390,401,364,1155,8,8,NA,1,NA,12,"X278",21.0421052631579,22.2105263157895,19.9473684210526,78.8,13.9,17.3,1.7,43.7,53.7,0.9,45,55,231,49,15.6,40.8252260600005,-73.8939498889997
"12X388","PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE",30,321,351,298,970,NA,NA,NA,NA,NA,12,"X388",15.3615384615385,18.0769230769231,13.2307692307692,100,92.9,0.2,0,0,99.8,0,51.5,48.5,406,NA,NA,40.8313664900004,-73.8788232769996
"12X428","LEARNING TO WORK YABC AT MONROE ACADEMY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12X446","ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX",14,380,372,349,1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.1,4.8,9.2,0.4,41.2,57,0,33.3,66.7,228,NA,NA,NA,NA
"12X478","THE CINEMA SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"X478",22.6909090909091,25,18.7272727272727,75.9,4,4,4.5,28.7,65,1.8,40.8,59.2,223,NA,NA,40.8313645320005,-73.8783446749996
"12X479","BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"X479",21.9428571428571,24.1428571428571,18.8571428571429,72.2,16.8,27.5,2.5,37.3,59.8,0.4,44.3,55.7,244,NA,NA,40.8277639790004,-73.9003868129996
"12X480","BRONX REGIONAL HIGH SCHOOL",16,398,385,398,1181,NA,NA,NA,NA,NA,12,"X480",27.2833333333333,31.8333333333333,22.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,6.5,NA,NA
"12X550","HIGH SCHOOL OF WORLD CULTURES",42,304,323,312,939,NA,NA,NA,NA,NA,12,"X550",23.1666666666667,28.7333333333333,17.9333333333333,90.6,86.4,0.5,2.4,10.8,84.6,0.5,52,48,369,69.2,1.9,40.8313664900004,-73.8788232769996
"12X682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",72,342,346,341,1029,NA,NA,NA,NA,NA,12,"X682",22.4666666666667,25.4166666666667,18.75,81.1,11.5,26.2,0.2,30.6,68.8,0.2,54.1,45.9,477,60.5,7.6,40.8308071540005,-73.8860213159996
"12X684","WINGS ACADEMY",66,378,374,362,1114,20,27,NA,1.35,NA,12,"X684",24.5470588235294,29.7647058823529,19.1176470588235,66.4,4.5,22.3,1.3,55,42.2,1.3,53.7,46.3,538,66.4,10.3,40.8418052210005,-73.8754177129996
"12X690","MONROE ACADEMY FOR BUSINESS/LAW",31,375,387,376,1138,7,7,NA,1,NA,12,"X690",22.9066666666667,27.8,18.2,80.8,14.9,18.5,2.4,26.9,69.1,0.4,60.6,39.4,249,47.4,26.3,NA,NA
"12X692","MONROE ACADEMY FOR VISUAL ARTS & DESIGN",43,332,357,349,1038,NA,NA,NA,NA,NA,12,"X692",22.2,30.1818181818182,16.4545454545455,87.3,28.8,20.8,0.9,20.4,77.5,1.3,52.6,47.4,466,47.3,11.6,40.8313664900004,-73.8788232769996
"13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS",29,352,349,373,1074,17,22,NA,1.29411764705882,NA,13,"K265",21.44375,25.5,16.6875,71.1,4.3,20.3,0.5,72,24.6,1.8,37,63,443,81.5,3.7,40.6963437730005,-73.9757711019996
"13K336","ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT",9,439,374,418,1231,NA,NA,NA,NA,NA,13,"K336",21.2875,21.625,20.875,59.1,3.1,21.3,2.7,88.9,7.1,0.4,99.6,0.4,225,NA,NA,NA,NA
"13K350","URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART",52,360,364,356,1080,NA,NA,NA,NA,NA,13,"K350",22.1692307692308,28.5384615384615,18.8461538461538,74.1,4.6,22.5,1.9,73.3,22.7,0.9,42.7,57.3,431,71.9,7.3,40.6971747270005,-73.9849596889997
"13K412","BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375,355,384,1114,21,21,NA,1,NA,13,"K412",25.2,28.8666666666667,20.6666666666667,68.9,2.4,18,0.6,79.2,17.1,1.3,45.5,54.5,462,50,2.6,40.6925822560005,-73.9588731169996
"13K419","SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399,417,395,1211,52,59,NA,1.13461538461538,NA,13,"K419",27.1611111111111,32.2222222222222,20.1111111111111,60.7,7,13.7,7.2,77.8,12.2,2.1,56.1,43.9,517,59.3,7.4,40.6971747270005,-73.9849596889997
"13K430","BROOKLYN TECHNICAL HIGH SCHOOL",1277,587,659,587,1833,2117,3692,2687,1.74397732640529,72.7789815817985,13,"K430",32.4526315789474,33.9473684210526,28.5789473684211,50.7,0.1,0.5,60.3,10.2,7.9,21.3,58.3,41.7,5332,91.4,0.2,40.6881074230005,-73.9767450719996
