"DBN","school_name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","AP Test Takers","Total Exams Taken","Number of Exams with scores 3 4 or 5","exams_per_student","high_score_percent","CSD","SCHOOL CODE","avg_class_size","avg_largest_class","avg_smallest_class","frl_percent","ell_percent","sped_percent","asian_per","black_per","hispanic_per","white_per","male_per","female_per","total_enrollment","Total Grads - % of cohort","Dropped Out - % of cohort","lat","long"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",29,355,404,363,1122,NA,NA,NA,NA,NA,1,"M292",22.5642857142857,26.5714285714286,18.5,88.6,22.3,24.9,14,29.1,53.8,1.7,61.4,38.6,422,55.1,14.1,40.7137639470005,-73.9852600399997
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",91,383,423,366,1172,39,49,10,1.25641025641026,20.4081632653061,1,"M448",22.23125,27.0625,18.25,71.8,21.1,21.8,29.2,22.6,45.9,2.3,57.4,42.6,394,42.7,16.1,40.7123318510005,-73.9847966249997
"01M450","EAST SIDE COMMUNITY SCHOOL",70,377,402,370,1149,19,21,NA,1.10526315789474,NA,1,"M450",21.2,22.8666666666667,19.4,71.8,5,26.4,9.7,23.9,55.4,10.4,54.7,45.3,598,77.8,5.6,40.7297826870005,-73.9830414409997
"01M458","FORSYTH SATELLITE ACADEMY",7,414,401,359,1174,NA,NA,NA,NA,NA,1,"M458",23,23.4,22.6,72.8,4,8.9,2.2,34.4,59.4,3.6,43.3,56.7,224,NA,NA,NA,NA
"01M509","MARTA VALLE HIGH SCHOOL",44,390,433,384,1207,NA,NA,NA,NA,NA,1,"M509",23.5714285714286,27.3571428571429,20,80.7,11.2,25.9,9.3,31.6,56.9,1.6,46.3,53.7,367,56,6,40.7205690790005,-73.9856726909996
"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",112,332,557,316,1205,24,26,24,1.08333333333333,92.3076923076923,1,"M515",22.8764705882353,28.5882352941176,15.7647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,18.1,NA,NA
"01M539","NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",159,522,574,525,1621,255,377,191,1.47843137254902,50.6631299734748,1,"M539",25.5105263157895,31.2105263157895,19.4736842105263,23,0.2,2.7,27.8,11.7,14.2,44.9,49.2,50.8,1613,100,0,40.7187254510005,-73.9794263859997
"01M650","CASCADES HIGH SCHOOL",18,417,418,411,1246,NA,NA,NA,NA,NA,1,"M650",21.78125,24.75,18.6875,69.8,3.2,6.9,0.5,45.4,49.5,4.1,39.9,60.1,218,55.1,6.7,NA,NA
"01M696","BARD HIGH SCHOOL EARLY COLLEGE",130,624,604,628,1856,NA,NA,NA,NA,NA,1,"M696",20.975,24.25,17.1666666666667,18,0.2,0.8,15.1,15.1,18.2,49.8,31.3,68.7,617,96.4,0.7,40.7189616170004,-73.9760660209997
"02M047","47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL",16,395,400,387,1182,NA,NA,NA,NA,NA,2,"M047",16.0727272727273,17.0909090909091,15.0909090909091,66.9,8,32.2,1.7,32.2,59.2,6.3,42.5,57.5,174,76,4,40.7385990870005,-73.9825119109997
"02M288","FOOD AND FINANCE HIGH SCHOOL",62,409,393,392,1194,NA,NA,NA,NA,NA,2,"M288",22.6833333333333,26.1666666666667,19.3333333333333,68.4,2.1,18.5,3,44.1,47.6,4.8,45,55,433,89.2,2.9,40.7650267080005,-73.9925165779997
"02M294","ESSEX STREET ACADEMY",53,394,384,378,1156,NA,NA,NA,NA,NA,2,"M294",14.9,17.8571428571429,12.2857142857143,60.8,3.8,20.4,4.1,27.7,60.6,7.6,53.4,46.6,343,71.9,10.1,40.7168672240004,-73.9895319429996
"02M296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT",58,374,375,362,1111,NA,NA,NA,NA,NA,2,"M296",22.9642857142857,27.5714285714286,16.2142857142857,72.4,9.5,14.8,5.3,26.5,66.1,2.1,32.2,67.8,419,77.3,6.7,40.7650267080005,-73.9925165779997
"02M298","PACE HIGH SCHOOL",85,423,438,432,1293,21,21,NA,1,NA,2,"M298",21.3125,25.0625,18,56.7,2.2,13.8,10.1,32.4,42,3.9,43.7,56.3,414,84.8,4.3,40.7164123930005,-73.9926758439997
"02M300","URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,404,449,416,1269,99,117,10,1.18181818181818,8.54700854700855,2,"M300",22.6416666666667,27.5833333333333,18.1666666666667,75.3,10.9,20,6,29.2,59.2,4.9,74.9,25.1,431,61.3,8.8,40.7650267080005,-73.9925165779997
"02M303","FACING HISTORY SCHOOL, THE",76,353,358,340,1051,42,44,NA,1.04761904761905,NA,2,"M303",21.85,26.1666666666667,18.5,75.6,20.8,21.7,0.7,23.5,73.2,2.4,50.6,49.4,451,47.9,19.7,40.7650267080005,-73.9925165779997
"02M305","URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,375,388,385,1148,25,37,15,1.48,40.5405405405405,2,"M305",20.8,24,17.625,68.3,6.1,17,3.8,41.7,50.6,3.5,43.9,56.1,312,75.4,16.4,40.7168672240004,-73.9895319429996
"02M308","LOWER MANHATTAN ARTS ACADEMY",40,403,392,405,1200,NA,NA,NA,NA,NA,2,"M308",23.25,26,20.75,62.2,3.9,24.7,9.5,30.7,55.7,3.6,39.9,60.1,336,67.6,8.8,40.7168672240004,-73.9895319429996
"02M313","JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,1188,NA,NA,NA,NA,NA,2,"M313",21.9214285714286,24.0714285714286,19.7857142857143,51,4.8,12.9,4,34.3,54.4,6.5,52.4,47.6,248,51.9,15.2,NA,NA
"02M316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,1127,NA,NA,NA,NA,NA,2,"M316",26.3166666666667,27.75,23.5,74.9,2.6,15.6,3.4,46.8,48.4,1.3,0,100,378,73.6,5.6,40.7052349390005,-74.0133150399997
"02M374","GRAMERCY ARTS HIGH SCHOOL",60,391,391,394,1176,NA,NA,NA,NA,NA,2,"M374",27.2071428571429,30.5714285714286,22.8571428571429,59,3,12.3,2.8,45.3,45.1,6.7,26.3,73.7,495,73.1,7.5,40.7355194630005,-73.9876042489997
"02M376","NYC ISCHOOL",92,473,483,479,1435,NA,NA,NA,NA,NA,2,"M376",37.0230769230769,50.6923076923077,25.8461538461538,34.6,0.5,10.9,11.5,20.6,43,24,48.7,51.3,433,NA,NA,40.7243528740005,-74.0047592919997
"02M392","MANHATTAN BUSINESS ACADEMY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"M392",25.2571428571429,27,23.4285714285714,64,9.9,13.9,6.6,29.5,58.7,4.8,59,41,332,NA,NA,40.7428881010005,-74.0021273809996
"02M393","BUSINESS OF SPORTS SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"M393",22.1285714285714,26.4285714285714,16.1428571428571,58.7,7.6,21.4,1.6,35.5,57.2,4.3,72.4,27.6,304,NA,NA,40.7633617320005,-73.9905090909997
"02M394","EMMA LAZARUS HIGH SCHOOL",79,319,512,357,1188,NA,NA,NA,NA,NA,2,"M394",24.7,31.7,16.5,97,82.8,0,62.4,7.2,26.4,4,51.2,48.8,250,NA,NA,NA,NA
"02M399","THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"M399",17.8545454545455,24,14.0909090909091,80.8,28.3,16.8,44.3,15.6,32.8,5.3,48,52,244,NA,NA,40.7355194630005,-73.9876042489997
"02M400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",263,465,493,461,1419,213,298,152,1.39906103286385,51.006711409396,2,"M400",30.58,34.6,21.8,56.4,7.1,14.4,16.7,14.8,57.2,11.1,50.4,49.6,1394,74.4,6.3,40.7677624390005,-73.9875112139997
"02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",54,492,465,467,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,0.4,8.8,6.3,10.2,17.6,54.6,55.2,44.8,489,76.4,3.6,40.7324853780005,-73.9830533879996
"02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",94,509,490,523,1522,20,20,15,1,75,2,"M408",28.9529411764706,31.5882352941176,25.1176470588235,23.5,2,3.2,7,19.1,23.7,41.8,25.3,74.7,502,92.5,0,40.7614326990005,-73.9880236979997
"02M411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",104,496,563,518,1577,78,115,88,1.47435897435897,76.5217391304348,2,"M411",26.5733333333333,31.5333333333333,19.4,54.6,1.6,2.3,60.6,5.8,14.6,18.8,44,56,432,98.1,0,40.7440472480005,-73.9914792989997
"02M412","N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES",114,537,590,550,1677,114,140,97,1.2280701754386,69.2857142857143,2,"M412",32.5666666666667,34.4666666666667,30.4666666666667,21.6,1.6,15,29.4,8.5,14,45.9,47,53,579,91.1,1.6,40.7421007130005,-74.0020737969996
"02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",66,517,533,515,1565,11,11,NA,1,NA,NA,NA,NA,NA,NA,31,2.1,14.6,16,12.3,26,38,50.8,49.2,673,64.2,2.1,40.7389488860005,-73.9854051719997
"02M414","N.Y.C. MUSEUM SCHOOL",103,468,492,459,1419,NA,NA,NA,NA,NA,2,"M414",27.74375,31,23.9375,51.6,0.5,9.4,33,11.7,39.9,15.4,42.4,57.6,436,94.3,1.9,40.7421007130005,-74.0020737969996
"02M416","ELEANOR ROOSEVELT HIGH SCHOOL",127,572,594,592,1758,155,235,169,1.51612903225806,71.9148936170213,2,"M416",27.4333333333333,30.6666666666667,23.5555555555556,15.8,0.2,1.2,17.2,5.5,11.6,63.7,32.5,67.5,507,100,0,40.7701164710004,-73.9533791009996
"02M418","MILLENNIUM HIGH SCHOOL",144,528,553,533,1614,86,95,67,1.1046511627907,70.5263157894737,2,"M418",29.2117647058824,31.3529411764706,26.4117647058824,32.7,0.2,9.1,30,8.8,21.7,35.9,38.2,61.8,626,96.7,0,40.7049203660005,-74.0115140229997
"02M419","LANDMARK HIGH SCHOOL",62,390,399,381,1170,NA,NA,NA,NA,NA,2,"M419",23.2285714285714,25.7142857142857,21.2142857142857,83.1,15.7,18.8,5.2,18.1,74.8,1.9,48.5,51.5,421,61.7,13.8,40.7428881010005,-74.0021273809996
"02M420","HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES",336,429,449,428,1306,204,248,75,1.2156862745098,30.241935483871,2,"M420",32.1875,34.0625,28.1875,68,4,10.9,20.5,24.4,49.7,5.3,29.4,70.6,1768,82.1,0.6,40.7324853780005,-73.9830533879996
"02M425","LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL",84,416,426,391,1233,70,84,32,1.2,38.0952380952381,2,"M425",27.9733333333333,31.8666666666667,22.6666666666667,74.2,5.4,18.6,8.1,30.5,54.2,6.6,46.1,53.9,607,54.2,16,40.7091465390005,-74.0120766269996
"02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"M427",23.02,27,16.6,97.5,86.9,6.9,6.3,8,84.6,1.1,54.9,45.1,175,NA,NA,40.7461063750005,-73.9810096669996
"02M429","LEGACY SCHOOL FOR INTEGRATED STUDIES",29,356,357,349,1062,22,26,NA,1.18181818181818,NA,2,"M429",19.9230769230769,24.6923076923077,15.6153846153846,93.9,8.2,22.4,1.4,45.2,51.4,1.7,49,51,294,47.9,6.8,NA,NA
"02M437","HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"M437",28,29,27,61.5,8.8,16.4,5.8,23.5,62.4,6.6,60.6,39.4,226,NA,NA,40.7428881010005,-74.0021273809996
"02M438","INTERNATIONAL HIGH SCHOOL AT UNION SQUARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"M438",24.5,26,23,82.8,94.9,0.6,40.3,12.5,43.2,3.4,61.4,38.6,176,NA,NA,40.7355194630005,-73.9876042489997
"02M439","MANHATTAN VILLAGE ACADEMY",95,441,473,458,1372,42,69,29,1.64285714285714,42.0289855072464,2,"M439",21.35625,23.5,19.3125,60.3,3.7,8.2,6.3,16.8,71.8,4.9,38.5,61.5,429,98.2,0,40.7414946990005,-73.9914450529997
"02M440","BAYARD RUSTIN EDUCATIONAL COMPLEX",59,378,365,368,1111,6,6,NA,1,NA,2,"M440",25.925,30.8333333333333,19.75,75.5,26,13.5,6.3,27.9,62.5,2.4,63.9,36.1,208,38.1,18.6,NA,NA
"02M449","VANGUARD HIGH SCHOOL",72,395,416,388,1199,NA,NA,NA,NA,NA,2,"M449",19.2166666666667,21.1666666666667,16.6666666666667,69.5,6.1,17.3,9.9,25.7,59,4.5,46.2,53.8,444,44.9,3.4,40.7654454020005,-73.9602137859997
"02M459","MANHATTAN INTERNATIONAL HIGH SCHOOL",49,376,460,391,1227,12,12,6,1,50,2,"M459",20.3117647058824,22.4705882352941,17.1764705882353,80.7,77.5,0.3,33.5,14.8,36.9,14.5,44.3,55.7,325,55.1,7.2,40.7654454020005,-73.9602137859997
"02M460","WASHINGTON IRVING HIGH SCHOOL",151,373,387,360,1120,69,83,21,1.20289855072464,25.3012048192771,2,"M460",24.1705882352941,31.1764705882353,16.0588235294118,66,18.6,17.2,4.8,34.3,58.2,2.3,47.5,52.5,1032,51.9,26.6,NA,NA
"02M473","WASHINGTON IRVING YABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02M475","STUYVESANT HIGH SCHOOL",832,679,735,682,2096,1510,2819,2648,1.86688741721854,93.934019155729,2,"M475",31.1157894736842,33.8421052631579,24.1052631578947,30.3,0,0.4,72.1,1.2,2.4,23.7,59.3,40.7,3297,98.3,0.4,40.7177464150005,-74.0140490429997
"02M489","HIGH SCHOOL OF ECONOMICS AND FINANCE",167,443,489,442,1374,101,176,78,1.74257425742574,44.3181818181818,2,"M489",27.3333333333333,32.2222222222222,20.1666666666667,60.8,6.3,11.9,24.8,22.5,43.5,8.8,54.5,45.5,809,76.8,7.3,40.7092196250005,-74.0120259149996
"02M500","UNITY CENTER FOR URBAN TECHNOLOGIES",25,370,349,351,1070,NA,NA,NA,NA,NA,2,"M500",25.0428571428571,30.7142857142857,19.2857142857143,83.5,15.6,32.9,3.8,35,55.3,2.5,62.4,37.6,237,73.6,11.3,40.7461063750005,-73.9810096669996
"02M519","TALENT UNLIMITED HIGH SCHOOL",81,469,472,475,1416,30,34,21,1.13333333333333,61.7647058823529,2,"M519",25.85,29.4375,21.0625,45.5,0.2,3.5,4.5,36,39.3,19.8,21.4,78.6,491,92.6,0,40.7654454020005,-73.9602137859997
"02M520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",264,407,440,393,1240,118,157,76,1.33050847457627,48.4076433121019,2,"M520",26.9705882352941,33.3529411764706,16.7647058823529,72.7,10.2,14.1,10.5,39.9,46.6,2.3,49.1,50.9,2073,56.4,11.6,40.7106794710004,-74.0008070209997
"02M529","JACQUELINE KENNEDY ONASSIS HIGH SCHOOL",131,414,425,400,1239,80,118,29,1.475,24.5762711864407,2,"M529",26.05,30.4444444444444,19.8333333333333,73,9.8,13.7,5.1,22.7,69.9,1.8,40.6,59.4,724,64.9,10.1,40.7577573860005,-73.9831877929997
"02M531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",42,429,404,420,1253,NA,NA,NA,NA,NA,2,"M531",23.9,25.5,21.9166666666667,65.3,0.5,5.1,1.4,47.9,42.4,7.4,21.2,78.8,217,85.7,8.2,40.7559425820005,-73.9845677019997
"02M542","MANHATTAN BRIDGES HIGH SCHOOL",66,336,378,344,1058,67,102,59,1.52238805970149,57.843137254902,2,"M542",23.475,26.9375,19.1875,83.5,72.6,1.7,0.2,0,99.8,0,51.4,48.6,541,69.4,13.5,40.7650267080005,-73.9925165779997
"02M543","NEW DESIGN HIGH SCHOOL",73,391,395,382,1168,NA,NA,NA,NA,NA,2,"M543",22.6384615384615,24.6923076923077,20.3076923076923,66.1,5.4,17.5,3.8,30.3,62.2,2.6,38.3,61.7,423,67.3,7.9,40.7168672240004,-73.9895319429996
"02M544","INDEPENDENCE HIGH SCHOOL",14,389,371,335,1095,NA,NA,NA,NA,NA,2,"M544",19.45,24.2142857142857,14.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,13.1,NA,NA
"02M545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",78,412,581,431,1424,61,96,89,1.57377049180328,92.7083333333333,2,"M545",21.8176470588235,26.2941176470588,16.5882352941176,82.6,38.2,2.3,89.5,3.4,4,2.3,51.3,48.7,353,92.6,0,40.7168672240004,-73.9895319429996
"02M550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",26,368,436,352,1156,NA,NA,NA,NA,NA,2,"M550",18.6076923076923,21.6153846153846,15.1538461538462,79.5,90.2,2,25.7,19.9,42.1,11.8,61,39,397,49.5,19.6,NA,NA
"02M551","THE URBAN ASSEMBLY NEW YORK HARBOR SCHOOL",77,405,423,384,1212,7,7,NA,1,NA,2,"M551",24.0133333333333,27.3333333333333,19.7333333333333,73.5,4.2,17.9,2.3,37.4,49.3,10.2,60.9,39.1,430,80.5,18.2,40.6907876290005,-74.0197573259996
"02M560","HIGH SCHOOL M560 s CITY AS SCHOOL",56,498,440,477,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1,0.9,NA,NA
"02M565","URBAN ACADEMY LABORATORY HIGH SCHOOL",30,527,508,512,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,1.3,0,5.1,33.8,38.2,20.4,40.8,59.2,157,41.3,2.2,NA,NA
"02M570","SATELLITE ACADEMY HIGH SCHOOL",33,350,337,345,1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8,6.5,14.1,1.6,35.1,59.7,2.8,38.7,61.3,248,12.7,10.8,NA,NA
"02M575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",121,345,517,343,1205,58,100,61,1.72413793103448,61,2,"M575",22.4428571428571,29.5714285714286,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,16.9,NA,NA
"02M580","RICHARD R. GREEN HIGH SCHOOL OF TEACHING",84,408,384,403,1195,67,117,40,1.74626865671642,34.1880341880342,2,"M580",26.0882352941176,30,21.4117647058824,67,6.4,21.8,2.3,35.1,59.3,2.3,32.6,67.4,610,64.9,11.2,40.7052349390005,-74.0133150399997
"02M586","HARVEY MILK HIGH SCHOOL",9,458,416,429,1303,NA,NA,NA,NA,NA,2,"M586",13.6222222222222,13.7777777777778,13.5555555555556,75.7,1.5,22.1,5.9,38.2,39.7,16.2,47.1,52.9,68,40,23.3,NA,NA
"02M600","THE HIGH SCHOOL OF FASHION INDUSTRIES",335,423,423,411,1257,70,87,26,1.24285714285714,29.8850574712644,2,"M600",30.6083333333333,32.75,26.9166666666667,68.3,2.8,11.5,3.8,39.1,52.3,4.1,7.3,92.7,1599,87.7,2.4,40.7451115710005,-73.9959064199996
"02M605","HUMANITIES PREPARATORY ACADEMY",36,426,403,426,1255,NA,NA,NA,NA,NA,2,"M605",23.8,26.2857142857143,20.7142857142857,54,1,6.8,7.3,21.9,57.8,11.5,42.7,57.3,192,81.3,2.1,40.7428881010005,-74.0021273809996
"02M615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",83,399,418,390,1207,52,97,13,1.86538461538462,13.4020618556701,2,"M615",25.2,28.5555555555556,22.2222222222222,69.8,6.2,15.7,7.1,29.6,60.5,1.5,65,35,466,48,24.9,40.7243528740005,-74.0047592919997
"02M620","NORMAN THOMAS HIGH SCHOOL",154,370,379,359,1108,34,34,14,1,41.1764705882353,2,"M620",24.2,32.8571428571429,12.4285714285714,81.1,19.3,15.5,1.6,25.6,70.6,2,52,48,1127,47.8,22.6,NA,NA
"02M625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",191,395,382,376,1153,79,85,9,1.07594936708861,10.5882352941176,2,"M625",27.3266666666667,36.2,17.5333333333333,72.7,9.1,17.2,3.1,30.3,63.8,2.6,46.5,53.5,1433,49.6,25.1,NA,NA
"02M630","ART AND DESIGN HIGH SCHOOL",270,444,441,430,1315,84,100,33,1.19047619047619,33,2,"M630",28.8875,33.6875,20.5625,53.3,1.6,11.1,9,26.8,51,12.6,46.7,53.3,1344,67.5,6.9,40.7654015410005,-73.9817682459997
"02M655","LIFE SCIENCES SECONDARY SCHOOL",61,409,424,403,1236,50,90,10,1.8,11.1111111111111,2,"M655",23.9210526315789,30.5263157894737,16.6842105263158,70.3,7.9,19.7,3.3,28.6,64.3,2.4,51.6,48.4,717,79.7,5.9,40.7836442600005,-73.9457417769996
"03M283","MANHATTAN THEATRE LAB HIGH SCHOOL",27,406,379,408,1193,NA,NA,NA,NA,NA,3,"M283",26.5272727272727,32.0909090909091,21.2727272727273,59.6,8.6,10.5,1.7,46,49.4,2.2,31.8,68.2,409,55.4,8.1,NA,NA
"03M299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374,384,374,1132,NA,NA,NA,NA,NA,3,"M299",24.1375,28.3125,19.3125,66.4,14.4,19.6,1,37.3,58.9,1.4,55.7,44.3,418,61.8,7.9,40.7742964110005,-73.9848227009996
"03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384,390,370,1144,NA,NA,NA,NA,NA,3,"M307",19.8076923076923,21.4615384615385,18.5384615384615,68.8,12.8,15.3,2.2,37.4,56,3,57.9,42.1,366,60,19,40.7742964110005,-73.9848227009996
"03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"M402",10,10,10,73.2,25.1,21.6,1.8,19.8,76,1.8,56.9,43.1,283,NA,NA,40.7857431570005,-73.9744152279997
"03M403","THE GLOBAL LEARNING COLLABORATIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"M403",24.98,30,20,68.4,19.3,19.3,3.6,27.7,62.6,5.9,51.4,48.6,358,NA,NA,40.7857431570005,-73.9744152279997
"03M404","INNOVATION DIPLOMA PLUS",12,416,403,381,1200,NA,NA,NA,NA,NA,3,"M404",17.2230769230769,20.2307692307692,14.4615384615385,50.4,3.5,10.1,48.7,33.2,16.6,1.5,47.7,52.3,199,28.2,5.1,NA,NA
"03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS",32,371,368,370,1109,65,73,NA,1.12307692307692,NA,3,"M415",23.6,28.0769230769231,18.3076923076923,76.6,7.4,18.8,0.4,59.9,38.8,0.8,38.4,61.6,516,55.9,1.6,40.8021745810005,-73.9540088279996
"03M417","FRANK MCCOURT HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"M417",25,27,24,24,0.9,17.4,6.8,18.3,37,37,46.6,53.4,219,NA,NA,40.7857431570005,-73.9744152279997
"03M470","LOUIS D. BRANDEIS HIGH SCHOOL",131,370,390,358,1118,48,70,6,1.45833333333333,8.57142857142857,3,"M470",21.8684210526316,27.2105263157895,15.4210526315789,68.6,27.8,10.7,2.1,29.6,67.4,1,50.5,49.5,291,35.5,23,NA,NA
"03M479","BEACON HIGH SCHOOL",261,577,575,592,1744,166,197,140,1.18674698795181,71.0659898477157,3,"M479",30.7833333333333,33.6666666666667,26.0833333333333,18.4,0.2,3.7,8.9,14.6,22.8,49.8,39,61,1162,96.3,0,40.7721581190005,-73.9877965349996
"03M485","FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS",531,566,564,577,1707,691,1236,790,1.78871201157742,63.915857605178,3,"M485",31.30625,34.25,25.125,21.7,0.2,1,19.6,12.9,16.6,49.2,26.4,73.6,2605,97.1,0.9,40.7736705070005,-73.9852685579996
"03M492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396,398,402,1196,NA,NA,NA,NA,NA,3,"M492",23.4166666666667,28.7777777777778,18.5555555555556,79.9,10.5,15.5,1.3,46.2,48.1,1.8,40.1,59.9,541,75.7,9.3,40.7742964110005,-73.9848227009996
"03M494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",75,433,433,411,1277,38,38,6,1,15.7894736842105,3,"M494",28.0714285714286,31.9285714285714,21.8571428571429,79.8,10.4,17.2,5,34.8,57.2,2.3,67.7,32.3,603,62.8,6.6,40.7742964110005,-73.9848227009996
"03M505","EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL",35,401,369,351,1121,NA,NA,NA,NA,NA,3,"M505",21.125,27.25,16.4166666666667,70.5,7.8,23,0.5,34.6,64.4,0.5,44.3,55.7,564,27.5,6.5,NA,NA
"03M541","MANHATTAN / HUNTER SCIENCE HIGH SCHOOL",111,473,506,467,1446,NA,NA,NA,NA,NA,3,"M541",21.6,26.4285714285714,16.9285714285714,55.2,1.3,3.8,25.6,21.4,41.5,10.2,41.1,58.9,453,93.3,1.1,40.7742964110005,-73.9848227009996
"03M577","YOUNG ADULT BOROUGH CENTER AT LOUIS D. BRANDEIS HS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03M860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",43,356,379,361,1096,11,11,NA,1,NA,3,"M860",21.8928571428571,25.5714285714286,18.1428571428571,64.2,5.8,20.8,0.7,77.7,18.9,1.5,54.2,45.8,413,74.1,13,40.8021745810005,-73.9540088279996
"04M409","COALITION SCHOOL FOR SOCIAL CHANGE",48,354,357,373,1084,18,18,NA,1,NA,4,"M409",21.32,26.2,16.3333333333333,71.8,9.7,24.4,0.9,39.3,58.7,0.9,44.4,55.6,349,65.8,13.2,40.7988651820005,-73.9333655969996
"04M435","MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS",375,461,514,455,1430,328,426,261,1.29878048780488,61.2676056338028,4,"M435",31.0666666666667,34.1111111111111,24,71.6,2.7,5.8,20.1,19.7,57.4,2.2,46.4,53.6,1650,87.7,1.3,40.7937417060005,-73.9340841419997
"04M495","PARK EAST HIGH SCHOOL",51,373,379,376,1128,NA,NA,NA,NA,NA,4,"M495",19.04,22.6,15.0666666666667,76.8,4.3,10.6,4.9,33.2,59.6,0.3,42.1,57.9,349,57.6,10.9,40.7905626000005,-73.9444544079997
"04M555","CENTRAL PARK EAST HIGH SCHOOL",73,405,421,395,1221,NA,NA,NA,NA,NA,4,"M555",25.1642857142857,28.2857142857143,20.7142857142857,70.4,4,13.5,6.5,26.7,64.5,1.6,32.1,67.9,445,66.7,11.1,40.7936788820005,-73.9494164949997
"04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",70,432,446,448,1326,41,55,29,1.34146341463415,52.7272727272727,4,"M610",25.7117647058824,27.9411764705882,23,67.3,2.2,6.7,5.1,31.2,60.1,1.6,0,100,449,100,0,40.7927069560005,-73.9472996619997
